id,reply_time,full_resolution_time,num_replies,is_issue_solved,is_rerouted,is_promoter,group_number,agent,manager,site
41021,24,224,2,1,0,1,2,Donita Lusher Ê,Wilbert Macke Ê,Cypress
41022,36,3984,3,0,0,0,7,Herma Sidler Ê,Loura Wemple Ê,Willow
41023,995,2676,2,1,1,1,9,Eldon Fuller Ê,Claude Rasch Ê,Willow
41024,1102,2892,4,1,1,1,6,Elia Ketcher Ê,Earnest Levitsky Ê,Sequoia
41025,1331,2416,2,1,0,1,2,Mayme Plouffe Ê,Janette Westfield Ê,Sequoia
41026,23,23,1,1,0,1,7,Matthew Boze Ê,Antonio Kaspar Ê,Orangewood
41027,8,1201,3,1,1,1,2,Ewa Felmlee Ê,Cheryll Minaya Ê,Cypress
41028,6,1291,5,1,1,1,6,Josephina Rhea Ê,Lauran Kestler Ê,Orangewood
41029,82,1186,2,1,0,1,4,Rachele Lainez Ê,Irish Mcmillin Ê,Cypress
41030,1103,1103,1,1,1,1,9,Alesha Eis Ê,Jackie Zuccaro Ê,Sequoia
41031,1037,5663,2,1,0,1,8,Maren Cogar Ê,Cheryll Minaya Ê,Cypress
41032,11,11,1,1,0,0,2,Quinton Doner Ê,Alec Hassell Ê,Sequoia
41033,47,74,2,1,0,1,7,Luciana Rampton Ê,Carlos Speaker Ê,Willow
41034,177,177,1,1,1,1,2,Ewa Felmlee Ê,Cheryll Minaya Ê,Cypress
41035,24,24,1,1,0,1,2,Ilda Pierro Ê,Bart Huth Ê,Orangewood
41036,77,1609,2,1,0,1,2,Sharlene Deavers Ê,Kermit Beck Ê,Cypress
41037,224,224,1,0,0,1,2,Garfield Slifer Ê,Carlos Speaker Ê,Willow
41038,8,1046,3,1,0,1,2,Cecelia Carone Ê,Earnest Levitsky Ê,Sequoia
41039,62,62,1,1,1,1,4,Sherley Brode Ê,Loura Wemple Ê,Willow
41040,3,3,1,1,0,1,2,Elena Parm Ê,Kermit Beck Ê,Cypress
41041,1105,2780,3,1,0,1,8,Thao Click Ê,Carlos Speaker Ê,Willow
41042,4,4,1,0,0,1,7,Hoyt Sowa Ê,Jessie Tsan Ê,Willow
41043,36,36,1,1,0,1,2,Concetta Bruner Ê,Bart Huth Ê,Orangewood
41044,35,35,1,1,0,1,2,Luci Peart Ê,Junie Grahn Ê,Willow
41045,149,149,1,0,1,0,2,Mayme Plouffe Ê,Janette Westfield Ê,Sequoia
41046,158,158,1,0,0,0,2,Wilbert Sayer Ê,Cheryll Minaya Ê,Cypress
41047,139,1128,3,0,1,0,2,Hoyt Sowa Ê,Jessie Tsan Ê,Willow
41048,5,1134,3,1,0,1,2,Willian Kerstetter Ê,Loura Wemple Ê,Willow
41049,1405,1405,1,1,1,1,9,Michelina Kawamoto Ê,Junie Grahn Ê,Willow
41050,124,142,3,1,0,1,2,Sherie Hessel Ê,Jessie Tsan Ê,Willow
41051,133,1161,2,1,0,1,2,Justin Vera Ê,Kermit Beck Ê,Cypress
41052,122,914,2,1,0,1,2,Georgianne Bullington Ê,Preston Perreault Ê,Willow
41053,4,1266,7,1,1,1,6,Hoyt Sowa Ê,Jessie Tsan Ê,Willow
41054,49,115,2,1,0,1,4,Luci Peart Ê,Junie Grahn Ê,Willow
41055,5,5,1,1,0,1,2,Blossom Stmartin Ê,Irish Mcmillin Ê,Cypress
41056,2356,2356,1,0,1,0,9,Elenora Crum Ê,Earnest Levitsky Ê,Sequoia
41057,21,13981,7,1,1,1,6,Harland Tufts Ê,Janette Westfield Ê,Sequoia
41058,1329,1329,1,1,1,1,9,Anitra Brightwell Ê,Earnest Levitsky Ê,Sequoia
41059,2,2,1,0,1,0,2,Jann Overson Ê,Preston Perreault Ê,Willow
41060,116,2568,3,1,1,1,2,Angle Grasser Ê,Earnest Levitsky Ê,Sequoia
41061,5,5,1,0,0,0,2,Berna Nunes Ê,Antonio Kaspar Ê,Orangewood
41062,13,13,1,1,0,1,2,Solange Radosevich Ê,Bart Huth Ê,Orangewood
41063,22,46,2,1,0,1,2,Michelina Kawamoto Ê,Junie Grahn Ê,Willow
41064,869,869,1,1,1,1,2,Ewa Felmlee Ê,Cheryll Minaya Ê,Cypress
41065,59,59,1,1,0,1,2,Audria Reavis Ê,Kermit Beck Ê,Cypress
41066,1133,1133,1,1,0,1,7,Emily Remsen Ê,Jessie Tsan Ê,Willow
41067,9,1530,2,1,0,1,2,Ezra Ayer Ê,Jessie Tsan Ê,Willow
41068,992,1033,2,1,1,1,8,Palmer Bothwell Ê,Ahmed Sykes Ê,Pine
41069,952,1148,2,1,1,1,2,Robby Vasquez Ê,Jessie Tsan Ê,Willow
41070,7,3573,4,1,1,1,6,Brittny Reuther Ê,Ahmed Sykes Ê,Pine
41071,22,22,1,1,0,1,2,Emely Depaul Ê,Claude Rasch Ê,Willow
41072,852,11059,5,1,1,1,6,Wilfred Stickland Ê,Cheryll Minaya Ê,Cypress
41073,2532,2532,1,1,1,1,9,Wilbert Sayer Ê,Cheryll Minaya Ê,Cypress
41074,214,2149,3,1,1,1,6,Angle Grasser Ê,Earnest Levitsky Ê,Sequoia
41075,10,10,1,1,0,1,2,Daniella Creswell Ê,Loura Wemple Ê,Willow
41076,299,2344,6,0,1,1,2,Kazuko Houge Ê,Antonio Kaspar Ê,Orangewood
41077,297,1177,2,1,0,1,2,Donita Lusher Ê,Wilbert Macke Ê,Cypress
41078,50,226,2,1,0,1,2,Elna Calahan Ê,Jessie Tsan Ê,Willow
41079,221,221,1,1,1,1,4,Margery Scheffer Ê,Wilbert Macke Ê,Cypress
41080,806,2914,2,1,0,1,2,Deon Gawronski Ê,Cheryll Minaya Ê,Cypress
41081,1034,1034,1,0,1,0,2,Ewa Felmlee Ê,Cheryll Minaya Ê,Cypress
41082,28,28,1,1,0,1,2,Lavelle Easterly Ê,Preston Perreault Ê,Willow
41083,28,3526,7,1,1,1,6,Bernita Griswold Ê,Lauran Kestler Ê,Orangewood
41084,787,1462,3,1,1,1,2,Kali Due Ê,Jessie Tsan Ê,Willow
41085,805,1124,2,1,1,1,2,Elena Parm Ê,Kermit Beck Ê,Cypress
41086,793,2393,7,1,1,1,2,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
41087,16,16,1,1,0,1,2,Isaura Salters Ê,Meagan Dale Ê,Willow
41088,1064,1064,1,1,1,1,8,Blossom Stmartin Ê,Irish Mcmillin Ê,Cypress
41089,42,630,2,1,1,1,6,Alfredo Coard Ê,Irish Mcmillin Ê,Cypress
41090,5,5,1,1,1,1,2,Teresita Nader Ê,Ahmed Sykes Ê,Pine
41091,20,128,1,1,0,1,2,Juliet Grier Ê,Loura Wemple Ê,Willow
41092,19,1527,2,1,0,1,2,Dorethea Martucci Ê,Irish Mcmillin Ê,Cypress
41093,760,760,1,0,1,0,2,Ezra Ayer Ê,Jessie Tsan Ê,Willow
41094,768,1105,2,1,1,1,2,Juliet Grier Ê,Loura Wemple Ê,Willow
41095,887,2476,3,0,0,1,2,Steven Salters Ê,Irish Mcmillin Ê,Cypress
41096,26,3866,5,1,1,1,6,Daniella Creswell Ê,Loura Wemple Ê,Willow
41097,691,876,3,0,0,1,2,Kary Carlucci Ê,Kermit Beck Ê,Cypress
41098,22,22,1,0,1,0,4,Lady Pergande Ê,Irish Mcmillin Ê,Cypress
41099,731,904,3,1,0,1,4,Constance Anker Ê,Irish Mcmillin Ê,Cypress
41100,754,754,1,1,1,1,2,Keila Vance Ê,Claude Rasch Ê,Willow
41101,753,804,2,1,1,1,2,Elenora Crum Ê,Earnest Levitsky Ê,Sequoia
41102,678,922,1,1,0,1,2,Shiloh Chairez Ê,Jackie Zuccaro Ê,Sequoia
41103,748,748,1,0,1,0,2,Barb Gess Ê,Wilbert Macke Ê,Cypress
41104,85,413,2,0,0,0,2,Marceline Barkley Ê,Jackie Zuccaro Ê,Sequoia
41105,14,14,1,1,0,1,2,Luciana Rampton Ê,Carlos Speaker Ê,Willow
41106,24,24,1,1,1,1,4,Georgianne Bullington Ê,Preston Perreault Ê,Willow
41107,26,26,1,1,1,1,4,Deeann Woodall Ê,Lauran Kestler Ê,Orangewood
41108,746,1026,3,1,1,1,2,Berna Nunes Ê,Antonio Kaspar Ê,Orangewood
41109,515,515,1,0,1,0,2,Rosenda Warring Ê,Gracie Shehorn Ê,Willow
41110,95,3372,5,1,1,1,6,Peg Servantes Ê,Gracie Shehorn Ê,Willow
41111,583,583,1,1,1,1,2,Breanne Anzaldua Ê,Jackie Zuccaro Ê,Sequoia
41112,90,90,1,1,0,1,2,Jong Fikes Ê,Jessie Tsan Ê,Willow
41113,624,833,3,1,1,1,2,Ilda Pierro Ê,Bart Huth Ê,Orangewood
41114,527,2270,4,1,1,1,9,Peter Tomlinson Ê,Ahmed Sykes Ê,Pine
41115,63,3286,3,1,1,1,2,Terisa Sweat Ê,Bart Huth Ê,Orangewood
41116,359,359,1,1,1,1,2,Sharlene Deavers Ê,Kermit Beck Ê,Cypress
41117,453,541,2,1,0,1,2,Lahoma Fillman Ê,Irish Mcmillin Ê,Cypress
41118,538,538,1,1,0,1,2,Hoyt Sowa Ê,Jessie Tsan Ê,Willow
41119,465,1784,3,1,1,1,4,Ghislaine Stump Ê,Loura Wemple Ê,Willow
41120,690,2431,2,1,0,1,2,Aleisha Vossler Ê,Carlos Speaker Ê,Willow
41121,361,361,1,0,0,0,4,Elenora Crum Ê,Earnest Levitsky Ê,Sequoia
41122,520,1615,2,0,1,1,9,Romaine Gholston Ê,Gracie Shehorn Ê,Willow
41123,169,3155,2,1,1,1,2,Kazuko Houge Ê,Antonio Kaspar Ê,Orangewood
41124,436,492,2,1,1,1,2,Willow Cude Ê,Loura Wemple Ê,Willow
41125,1821,13725,2,1,1,0,9,Alpha Mitchum Ê,Gracie Shehorn Ê,Willow
41126,392,442,4,1,0,1,2,Idell Macaulay Ê,Gracie Shehorn Ê,Willow
41127,4,4,1,1,0,1,2,Madelene Aucoin Ê,Meagan Dale Ê,Willow
41128,263,3255,3,1,0,1,2,Marceline Barkley Ê,Jackie Zuccaro Ê,Sequoia
41129,369,1830,2,0,1,1,2,Shala Kron Ê,Carlos Speaker Ê,Willow
41130,340,1725,2,1,1,0,2,Maryann Dycus Ê,Claude Rasch Ê,Willow
41131,256,256,1,0,0,0,2,Alexandria Rumery Ê,Cheryll Minaya Ê,Cypress
41132,243,263,2,1,0,1,2,Kandace Foxx Ê,Jessie Tsan Ê,Willow
41133,580,580,1,1,1,1,2,Alfredo Coard Ê,Irish Mcmillin Ê,Cypress
41134,425,549,3,1,1,1,4,Esta Mead Ê,Gracie Shehorn Ê,Willow
41135,450,450,1,1,1,1,9,Corrin Longmore Ê,Preston Perreault Ê,Willow
41136,1819,1819,1,1,1,1,4,Alexandria Rumery Ê,Cheryll Minaya Ê,Cypress
41137,315,315,1,1,0,1,2,Peg Servantes Ê,Gracie Shehorn Ê,Willow
41138,311,311,1,0,1,0,2,Steven Salters Ê,Irish Mcmillin Ê,Cypress
41139,209,209,1,1,0,1,2,Berna Nunes Ê,Antonio Kaspar Ê,Orangewood
41140,257,4410,2,0,0,0,4,Sherley Brode Ê,Loura Wemple Ê,Willow
41141,101,1535,3,1,0,1,2,Mohammad Zeiger Ê,Wilbert Macke Ê,Cypress
41142,415,2227,4,1,1,1,9,Shanell Drewry Ê,Janette Westfield Ê,Sequoia
41143,23,10651,4,1,1,0,11,Alvera Spagnoli Ê,Janette Westfield Ê,Sequoia
41144,93,290,5,1,0,1,2,Deeann Woodall Ê,Lauran Kestler Ê,Orangewood
41145,284,2032,4,1,0,1,2,Elenore Dittrich Ê,Wilbert Macke Ê,Cypress
41146,20,371,3,1,1,1,9,Stella Hintzen Ê,Cheryll Minaya Ê,Cypress
41147,278,395,2,0,1,0,2,Concetta Bruner Ê,Bart Huth Ê,Orangewood
41148,246,2103,3,1,1,1,8,Bill Francis Ê,Ahmed Sykes Ê,Pine
41149,179,511,3,1,0,1,2,Julissa Feeney Ê,Jackie Zuccaro Ê,Sequoia
41150,14,14,1,1,1,1,4,Shelly Minger Ê,Jackie Zuccaro Ê,Sequoia
41151,276,3087,2,1,0,1,2,Michelina Bartolotta Ê,Kermit Beck Ê,Cypress
41152,275,561,3,0,1,0,2,Amina Sergent Ê,Antonio Kaspar Ê,Orangewood
41153,7,7,1,1,0,0,4,Pandora Fleener Ê,Junie Grahn Ê,Willow
41154,151,151,1,1,0,1,2,Jaclyn Beckford Ê,Bart Huth Ê,Orangewood
41155,217,351,2,1,1,1,4,Olive Kuester Ê,Preston Perreault Ê,Willow
41156,154,345,3,1,0,1,2,Daniella Creswell Ê,Loura Wemple Ê,Willow
41157,372,372,1,0,1,1,9,Aura Korman Ê,Bart Huth Ê,Orangewood
41158,10,359,4,1,1,1,6,Leonel Markowitz Ê,Jessie Tsan Ê,Willow
41159,1450,1550,3,1,1,1,8,Lady Pergande Ê,Irish Mcmillin Ê,Cypress
41160,205,2835,2,1,1,1,9,Kary Carlucci Ê,Kermit Beck Ê,Cypress
41161,13,64,2,1,1,1,4,Rhoda Shrout Ê,Claude Rasch Ê,Willow
41162,14,14,1,1,0,1,4,Aleisha Vossler Ê,Carlos Speaker Ê,Willow
41163,1625,1625,1,1,1,1,9,Krishna Bosarge Ê,Kermit Beck Ê,Cypress
41164,246,246,1,1,1,1,2,Georgene Burnham Ê,Meagan Dale Ê,Willow
41165,199,532,3,1,0,1,4,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
41166,10,62,2,1,0,1,4,Thad Dutra Ê,Bart Huth Ê,Orangewood
41167,19,19,1,1,0,1,7,Wendell Pajak Ê,Meagan Dale Ê,Willow
41168,246,246,1,1,0,1,2,Jong Fikes Ê,Jessie Tsan Ê,Willow
41169,349,349,1,1,1,1,9,Pia Hine Ê,Cheryll Minaya Ê,Cypress
41170,45,79,3,1,1,0,10,Alfredo Coard Ê,Irish Mcmillin Ê,Cypress
41171,11,144,2,0,1,0,4,Maryann Dycus Ê,Claude Rasch Ê,Willow
41172,1378,1670,2,0,1,0,9,Clemente Chmielewski Ê,Cheryll Minaya Ê,Cypress
41173,301,1830,2,1,1,1,4,Aleisha Vossler Ê,Carlos Speaker Ê,Willow
41174,10,10,1,1,0,1,2,Wilbert Sayer Ê,Cheryll Minaya Ê,Cypress
41175,304,400,2,1,1,1,9,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
41176,125,125,1,1,0,0,2,Hilaria Holdaway Ê,Alec Hassell Ê,Sequoia
41177,349,349,1,1,1,1,9,Harland Tufts Ê,Janette Westfield Ê,Sequoia
41178,44,115,2,1,1,1,7,Beatrice Dula Ê,Irish Mcmillin Ê,Cypress
41179,1593,1819,2,1,1,1,9,Stella Hintzen Ê,Cheryll Minaya Ê,Cypress
41180,11,11,1,1,0,1,7,Yoshie Maddix Ê,Jackie Zuccaro Ê,Sequoia
41181,1566,1818,2,1,1,1,9,Pearline Trinkle Ê,Cheryll Minaya Ê,Cypress
41182,5,46,2,1,0,1,4,Olive Kuester Ê,Preston Perreault Ê,Willow
41183,18,18,1,1,0,1,4,Wilbert Sayer Ê,Cheryll Minaya Ê,Cypress
41184,1795,1795,1,1,1,1,2,Chanel Gammill Ê,Antonio Kaspar Ê,Orangewood
41185,1561,1810,2,1,1,1,9,Raymonde Grist Ê,Irish Mcmillin Ê,Cypress
41186,2,2,1,1,1,1,2,Elza Gunnells Ê,Loura Wemple Ê,Willow
41187,109,259,4,1,1,1,6,Rhoda Shrout Ê,Claude Rasch Ê,Willow
41188,18,18,1,1,0,1,4,Rufus Seyal Ê,Bart Huth Ê,Orangewood
41189,183,183,1,0,0,0,4,Peter Tomlinson Ê,Ahmed Sykes Ê,Pine
41190,1716,1725,2,1,1,1,9,Maryann Dycus Ê,Claude Rasch Ê,Willow
41191,227,227,1,1,0,1,2,Tenesha Gangemi Ê,Kermit Beck Ê,Cypress
41192,55,453,4,1,0,1,2,Clemente Chmielewski Ê,Cheryll Minaya Ê,Cypress
41193,223,621,3,0,1,0,2,Yoshie Maddix Ê,Jackie Zuccaro Ê,Sequoia
41194,45,109,2,1,0,1,4,Taylor Wildman Ê,Cheryll Minaya Ê,Cypress
41195,179,279,2,1,1,1,2,Michelina Kawamoto Ê,Junie Grahn Ê,Willow
41196,173,173,1,1,1,1,4,Jen Steadman Ê,Jessie Tsan Ê,Willow
41197,252,1649,4,1,0,1,9,Coleen Bockelman Ê,Alec Hassell Ê,Sequoia
41198,269,269,1,1,0,1,4,Joel Prada Ê,Loura Wemple Ê,Willow
41199,19,19,1,1,0,1,4,Elenore Dittrich Ê,Wilbert Macke Ê,Cypress
41200,23,23,1,1,0,1,4,Beryl Weyandt Ê,Preston Perreault Ê,Willow
41201,17,17,1,1,1,1,2,Idell Macaulay Ê,Gracie Shehorn Ê,Willow
41202,211,305,2,0,1,0,2,Michelina Bartolotta Ê,Kermit Beck Ê,Cypress
41203,10075,13326,3,1,1,1,6,Shelly Minger Ê,Jackie Zuccaro Ê,Sequoia
41204,96,96,1,1,0,1,2,Angle Grasser Ê,Earnest Levitsky Ê,Sequoia
41205,81,81,1,1,1,1,7,Maragaret Blanke Ê,Lauran Kestler Ê,Orangewood
41206,215,215,1,1,1,1,2,Kathe Bumbalough Ê,Loura Wemple Ê,Willow
41207,206,265,2,1,0,1,2,Elna Calahan Ê,Jessie Tsan Ê,Willow
41208,92,92,1,1,0,1,2,Nadia Labrecque Ê,Gracie Shehorn Ê,Willow
41209,178,178,1,1,1,1,10,Latrina Foutz Ê,Jackie Zuccaro Ê,Sequoia
41210,274,360,2,0,0,1,7,Alfredo Coard Ê,Irish Mcmillin Ê,Cypress
41211,92,172,2,1,0,1,2,Rhoda Shrout Ê,Claude Rasch Ê,Willow
41212,153,1469,3,1,1,1,4,Kary Carlucci Ê,Kermit Beck Ê,Cypress
41213,1607,1607,1,1,1,1,8,Gisele Darley Ê,Wilbert Macke Ê,Cypress
41214,199,825,2,1,1,1,2,Solange Radosevich Ê,Bart Huth Ê,Orangewood
41215,9,9,1,1,0,1,2,Rufus Seyal Ê,Bart Huth Ê,Orangewood
41216,156,370,2,0,0,1,9,Quinton Doner Ê,Alec Hassell Ê,Sequoia
41217,15,142,3,1,0,1,10,Tempie Enger Ê,Irish Mcmillin Ê,Cypress
41218,7,1864,2,1,1,1,6,Destiny Fimbres Ê,Irish Mcmillin Ê,Cypress
41219,418,418,1,1,1,1,8,Sharlene Deavers Ê,Kermit Beck Ê,Cypress
41220,188,1524,3,1,0,1,2,Allison Wroten Ê,Meagan Dale Ê,Willow
41221,192,1851,2,1,1,1,6,Jerica Rojas Ê,Carlos Speaker Ê,Willow
41222,83,231,3,1,0,1,2,Solange Radosevich Ê,Bart Huth Ê,Orangewood
41223,90,685,3,1,0,1,2,Rhoda Shrout Ê,Claude Rasch Ê,Willow
41224,9,119,2,0,1,0,2,Hector Knepper Ê,Claude Rasch Ê,Willow
41225,13,330,4,1,1,1,2,Dulce Keister Ê,Jackie Zuccaro Ê,Sequoia
41226,1433,1474,2,1,1,1,9,Bernita Griswold Ê,Lauran Kestler Ê,Orangewood
41227,102,1331,2,1,0,1,2,Deedee Heidt Ê,Jackie Zuccaro Ê,Sequoia
41228,1552,1552,1,1,1,1,9,Gina Hutson Ê,Junie Grahn Ê,Willow
41229,21,69,2,1,1,1,4,Jong Fikes Ê,Jessie Tsan Ê,Willow
41230,122,1658,2,1,1,1,2,Ira Reimann Ê,Ahmed Sykes Ê,Pine
41231,1742,4196,2,1,1,0,6,Shanell Drewry Ê,Janette Westfield Ê,Sequoia
41232,10,23,2,1,0,1,2,Rachele Meunier Ê,Cheryll Minaya Ê,Cypress
41233,143,242,3,1,1,1,9,Darcie Gravley Ê,Ahmed Sykes Ê,Pine
41234,8,12,2,1,0,1,4,Mohammad Zeiger Ê,Wilbert Macke Ê,Cypress
41235,294,294,1,1,1,1,9,Shelly Minger Ê,Jackie Zuccaro Ê,Sequoia
41236,66,343,3,1,1,1,2,Gina Hutson Ê,Junie Grahn Ê,Willow
41237,124,124,1,1,0,1,2,Blossom Stmartin Ê,Irish Mcmillin Ê,Cypress
41238,19,1294,3,1,0,1,2,Tu Adam Ê,Junie Grahn Ê,Willow
41239,163,163,1,1,1,1,2,Kenton Lossing Ê,Janette Westfield Ê,Sequoia
41240,9,26,2,1,0,1,7,Alexandria Rumery Ê,Cheryll Minaya Ê,Cypress
41241,17,17,1,1,0,1,2,Destiny Fimbres Ê,Irish Mcmillin Ê,Cypress
41242,3,1290,2,0,0,1,7,Corrin Longmore Ê,Preston Perreault Ê,Willow
41243,156,233,3,1,1,1,2,Maryann Dycus Ê,Claude Rasch Ê,Willow
41244,3,3,1,1,0,1,2,Rachele Lainez Ê,Irish Mcmillin Ê,Cypress
41245,5,266,2,1,0,1,7,Amina Sergent Ê,Antonio Kaspar Ê,Orangewood
41246,76,76,1,1,1,1,9,Cindi Cartier Ê,Lauran Kestler Ê,Orangewood
41247,27,1456,4,1,1,1,2,Akilah Saidi Ê,Irish Mcmillin Ê,Cypress
41248,132,141,2,1,1,1,2,Marisol Shurtliff Ê,Earnest Levitsky Ê,Sequoia
41249,25,499,2,1,1,1,4,Leonel Markowitz Ê,Jessie Tsan Ê,Willow
41250,38,1792,2,1,1,1,2,Alyson Ricci Ê,Earnest Levitsky Ê,Sequoia
41251,8,8,1,1,0,1,2,Deeann Woodall Ê,Lauran Kestler Ê,Orangewood
41252,100,668,2,1,1,1,10,Tempie Enger Ê,Irish Mcmillin Ê,Cypress
41253,138,1659,2,1,0,1,2,Jen Steadman Ê,Jessie Tsan Ê,Willow
41254,1349,1628,2,1,1,1,9,Grayce Dobson Ê,Loura Wemple Ê,Willow
41255,17,17,1,0,0,1,10,Margery Scheffer Ê,Wilbert Macke Ê,Cypress
41256,261,261,1,1,0,1,4,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
41257,79,1676,3,0,0,0,4,Kary Carlucci Ê,Kermit Beck Ê,Cypress
41258,105,459,3,1,0,1,4,Emely Depaul Ê,Claude Rasch Ê,Willow
41259,131,494,2,0,1,0,2,Constance Anker Ê,Irish Mcmillin Ê,Cypress
41260,13,13,1,1,0,1,7,Magdalene Mershon Ê,Bart Huth Ê,Orangewood
41261,186,1570,3,1,1,1,9,Grayce Dobson Ê,Loura Wemple Ê,Willow
41262,115,375,3,1,0,1,2,Thao Click Ê,Carlos Speaker Ê,Willow
41263,115,115,1,1,1,1,2,Derek Borg Ê,Irish Mcmillin Ê,Cypress
41264,85,85,1,1,1,1,4,Alvera Spagnoli Ê,Janette Westfield Ê,Sequoia
41265,106,106,1,0,1,1,9,Michelina Kawamoto Ê,Junie Grahn Ê,Willow
41266,142,142,1,1,1,1,11,Maryann Dycus Ê,Claude Rasch Ê,Willow
41267,118,625,2,1,0,1,4,Hilaria Holdaway Ê,Alec Hassell Ê,Sequoia
41268,32,2093,4,1,0,1,2,Cecelia Carone Ê,Earnest Levitsky Ê,Sequoia
41269,103,103,1,1,0,1,2,Maragaret Blanke Ê,Lauran Kestler Ê,Orangewood
41270,276,3277,4,1,1,1,6,Ewa Felmlee Ê,Cheryll Minaya Ê,Cypress
41271,85,85,1,1,1,1,2,Michelina Bartolotta Ê,Kermit Beck Ê,Cypress
41272,37,48,2,0,0,0,2,Dorethea Martucci Ê,Irish Mcmillin Ê,Cypress
41273,37,1576,3,1,1,1,9,Rickey Styron Ê,Bart Huth Ê,Orangewood
41274,90,1543,3,1,1,1,6,Ninfa Jeanpierre Ê,Gracie Shehorn Ê,Willow
41275,91,91,1,1,1,1,2,Christoper Recalde Ê,Lauran Kestler Ê,Orangewood
41276,21,44,2,1,0,1,4,Donovan Smelcer Ê,Cheryll Minaya Ê,Cypress
41277,3,2887,4,1,1,1,6,Steven Salters Ê,Irish Mcmillin Ê,Cypress
41278,8,3243,4,1,1,0,6,Gisele Darley Ê,Wilbert Macke Ê,Cypress
41279,6,52,2,1,0,1,2,Kandace Foxx Ê,Jessie Tsan Ê,Willow
41280,7,31,2,1,1,1,2,Steven Salters Ê,Irish Mcmillin Ê,Cypress
41281,1238,1238,1,1,1,1,9,Georgene Burnham Ê,Meagan Dale Ê,Willow
41282,3,3,1,1,0,1,2,Ardell Difiore Ê,Gracie Shehorn Ê,Willow
41283,1138,1138,1,1,1,1,4,Garfield Slifer Ê,Carlos Speaker Ê,Willow
41284,114,114,1,1,1,1,4,Breanne Anzaldua Ê,Jackie Zuccaro Ê,Sequoia
41285,3,3,1,1,1,1,2,Kandace Foxx Ê,Jessie Tsan Ê,Willow
41286,50,278,4,1,0,1,2,Tempie Enger Ê,Irish Mcmillin Ê,Cypress
41287,1507,1614,2,1,1,1,2,Mohammad Zeiger Ê,Wilbert Macke Ê,Cypress
41288,21,21,1,1,1,1,9,Rhoda Shrout Ê,Claude Rasch Ê,Willow
41289,52,265,2,1,0,1,2,Henry Spadoni Ê,Bart Huth Ê,Orangewood
41290,53,53,1,1,0,1,2,Josephina Rhea Ê,Lauran Kestler Ê,Orangewood
41291,1203,2910,4,1,1,1,9,Jen Steadman Ê,Jessie Tsan Ê,Willow
41292,225,225,1,0,1,0,2,Raguel Coupe Ê,Junie Grahn Ê,Willow
41293,5,1589,3,1,1,1,9,Luciana Rampton Ê,Carlos Speaker Ê,Willow
41294,2,240,2,1,1,1,4,Delora Hersom Ê,Junie Grahn Ê,Willow
41295,6,6,1,1,0,1,2,Deeann Woodall Ê,Lauran Kestler Ê,Orangewood
41296,14,14,1,1,0,1,10,Anglea Jerabek Ê,Gracie Shehorn Ê,Willow
41297,22,22,1,1,1,1,2,Michelina Bartolotta Ê,Kermit Beck Ê,Cypress
41298,14,552,4,1,1,1,4,Juliet Grier Ê,Loura Wemple Ê,Willow
41299,4,4,1,1,0,1,2,Cindi Cartier Ê,Lauran Kestler Ê,Orangewood
41300,7,7,1,1,0,1,4,Esta Mead Ê,Gracie Shehorn Ê,Willow
41301,27,555,2,1,1,1,2,Julissa Feeney Ê,Jackie Zuccaro Ê,Sequoia
41302,3,35,2,1,1,1,2,Ardell Difiore Ê,Gracie Shehorn Ê,Willow
41303,4,4,1,1,0,1,2,Shala Kron Ê,Carlos Speaker Ê,Willow
41304,22,22,1,1,0,1,2,Anitra Brightwell Ê,Earnest Levitsky Ê,Sequoia
41305,169,169,1,1,1,1,4,Latashia Kirst Ê,Irish Mcmillin Ê,Cypress
41306,13,13,1,1,1,1,2,Hector Knepper Ê,Claude Rasch Ê,Willow
41307,1072,8427,6,0,1,0,10,Harland Tufts Ê,Janette Westfield Ê,Sequoia
41308,1423,1423,1,1,1,1,9,Audria Reavis Ê,Kermit Beck Ê,Cypress
41309,6,30,2,0,1,0,2,Darcie Gravley Ê,Ahmed Sykes Ê,Pine
41310,19,1591,2,1,1,1,6,Tenesha Gangemi Ê,Kermit Beck Ê,Cypress
41311,17,27,2,1,0,1,4,Kenton Lossing Ê,Janette Westfield Ê,Sequoia
41312,4,85,2,0,0,0,7,Yahaira Hazelip Ê,Earnest Levitsky Ê,Sequoia
41313,2,2,1,1,0,1,2,Sharlene Deavers Ê,Kermit Beck Ê,Cypress
41314,12,29,2,1,1,1,2,Ewa Felmlee Ê,Cheryll Minaya Ê,Cypress
41315,2,2,1,1,0,1,2,Steven Salters Ê,Irish Mcmillin Ê,Cypress
41316,205,205,1,1,0,1,4,Wilhelmina Perine Ê,Bart Huth Ê,Orangewood
41317,38,2815,4,1,1,1,2,Dedra Bird Ê,Antonio Kaspar Ê,Orangewood
41318,3,985,3,1,1,0,2,Yahaira Hazelip Ê,Earnest Levitsky Ê,Sequoia
41319,30,1245,5,0,0,0,7,Elenore Dittrich Ê,Wilbert Macke Ê,Cypress
41320,9,1385,5,1,1,1,6,Romaine Gholston Ê,Gracie Shehorn Ê,Willow
